Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / Canada,Compare At Price / Canada,Status
tawanda-wristlet,Tawanda Wristlet,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p><span>Handcrafted from upcycled fabric, your new favorite on-the-go bag has arrived! Featuring neutral tones with a bold pattern, this wristlet is the perfect size for your essentials. The detachable strap allows the wristlet to hang securely from your wrist.</span><br></p>
<h4>Details</h4>
<ul>
<li>Dimensions: 9.5"" x 4.5""</li>
<li>Liner: Cream fabric</li>
<li>Detachable leather strap</li>
<li>Gold-tone hardware</li>
<li>Zip closure</li>
</ul>
<p style=""text-align: center;""><em><br>Handcrafted out of upcycled materials by a woman winning her battle against addiction. 100% of your purchase goes to provide employment and job skills training for women in recovery! <br>#carrypossibilities</em></p>",Unshattered,,Wristlet,"Color_Tan, cream, fall2021, lois, Price_$0 - $100, Size_Small, Style_Wristlet, tan, travel, wallet, wristlet",true,Title,Default Title,,,,,"",453.59237,shopify,deny,manual,79.00,,true,true,'24704061,https://cdn.shopify.com/s/files/1/2608/1584/products/20211123_153533.jpg?v=1639683905,1,,false,,"Handcrafted from upcycled fabric, your new favorite on-the-go bag has arrived! Featuring fun neon bursts of color, this wristlet is the perfect size for your essentials. The detachable strap allows the wristlet to hang securely from your wrist. Dimensions: 9.5"" x 4.5"" Price: $74",,,,,,,,,,,,,,,lb,,,,,active
tawanda-wristlet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/20211123_153633.jpg?v=1639748096,2,,,,,,,,,,,,,,,,,,,,,,,,
white-wipe-clean-errand-bag,White Wipe-Clean Errand Bag,"<meta charset=""utf-8"">
<p>This cute and functional errand bag is made from white industrial-grade vinyl and can be wiped clean and disinfected with sanitizing wipes. Navy Blue zip closure keeps your contents secure. Plus, the strap is adjustable allowing you to carry it over one shoulder or across the body!</p>
<h4><b>Details</b></h4>
<ul>
<li><span>Dimensions: 9"" x 2.5"" x 6.5""</span></li>
<li data-stringify-border=""0"" data-stringify-indent=""0"">industrial vinyl allows for disinfecting with sanitizing wipes, hand sanitizer, or soap and water</li>
<li>stain-resistant</li>
<li>adjustable strap</li>
<li>gold-tone hardware</li>
<li>front zip pocket</li>
<li>drop-in pocket on external back panel</li>
</ul>
<p> </p>
<p style=""text-align: center;""><em>Handcrafted out of upcycled materials by a woman winning her battle against addiction. 100% of your purchase goes to provide employment and job skills training for women in recovery!</em> </p>",Unshattered,,Errand,"apartbutnotalone, Color_White, crossbody, new, Price_$100 - $150, Size_Small, Style_Errand, Sustainable Material_Vinyl, sustainablefashion, tan, vinyl, white, wipe-clean",false,Title,Default Title,,,,,"",907.18474,shopify,continue,manual,139.00,,true,true,'69510461,https://cdn.shopify.com/s/files/1/2608/1584/products/DSC_6876_2_370f5651-5bc8-4af1-865b-1d0787a789b7.jpg?v=1638974440,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/DSC_6875_2_06bd574a-de2e-4d16-8501-9532dd77fa51.jpg?v=1638974440,lb,,,,,archived
white-wipe-clean-errand-bag,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/DSC_6875_2_06bd574a-de2e-4d16-8501-9532dd77fa51.jpg?v=1638974440,2,,,,,,,,,,,,,,,,,,,,,,,,
white-wipe-clean-errand-bag,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/DSC_6878_2_04d567b5-4ae8-4b48-bfde-084d5fd84a1a.jpg?v=1638974440,3,,,,,,,,,,,,,,,,,,,,,,,,
mini-zip-pouch,Mini Zip Pouch w/ Clip,"",Unshattered,,"","",false,Title,Default Title,,,,,"",0.0,,deny,manual,28.00,,true,true,'74380605,,,,false,,,,,,,,,,,,,,,,,oz,,,,,active
heather-zip-pouch,Heather Zip Pouch,"<p>This zip pouch is handcrafted from upcycled fabric. Fits easily into any bag to keep your small accessories organized. This multi-color pouch is beautiful and practical; the perfect gift this season!</p>
<h4>Details</h4>
<ul>
<li>100% upcycled fabrics</li>
<li>Dimensions: 8"" x 6"" </li>
<li>Zip closure</li>
</ul>
<p style=""text-align: center;""> </p>
<p style=""text-align: center;""><em>Each of our bags is named in honor of someone who is still fighting their battle against addiction. Carry it in their honor and join us in hoping they find healing just like the women on our team have.<br></em><em> #carrysomethingthatmatters</em></p>",Unshattered,,Zip Pouch,"fall, gift, gold, lois, Mother's Day, November2021, patterned, pouch, Price_$0 - $100, silver, Size_Small, small, Style_Zip Pouch, summer, Sustainable Material_Leather Free, winter2021, zip",false,Title,Default Title,,,,,"",226.796185,shopify,deny,manual,28.00,,true,true,'69277245,https://cdn.shopify.com/s/files/1/2608/1584/products/HeatherZipPouch112621.jpg?v=1649272820,1,Heather Zip Pouch,false,,,,,,,,,,,,,,,,,lb,,,,,archived
heather-zip-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/HeatherZipPouchInt112621.jpg?v=1649272834,2,Interior of Heather Zip Pouch,,,,,,,,,,,,,,,,,,,,,,,
megan-zip-pouch,Megan Zip Pouch,"<p>This zip pouch is handcrafted from upcycled fabric. Fits easily into any bag to keep your small accessories organized. Featuring a fun bird design, this pouch is beautiful and practical; the perfect gift this season!</p>
<h4>Details</h4>
<ul>
<li>100% upcycled fabrics</li>
<li>Dimensions: 8"" x 6"" </li>
<li>Zip closure</li>
</ul>
<p style=""text-align: center;""> </p>
<p style=""text-align: center;""><em>Each of our bags is named in honor of someone who is still fighting their battle against addiction. Carry it in their honor and join us in hoping they find healing just like the women on our team have.<br></em><em> #carrysomethingthatmatters</em></p>",Unshattered,,Zip Pouch,"fall2021, gift, gold, lois, Mother's Day, November2021, patterned, pouch, Price_$0 - $100, silver, Size_Small, small, Style_Zip Pouch, summer, Sustainable Material_Leather Free, zip",false,Title,Default Title,,,,,"",226.796185,shopify,deny,manual,28.00,,true,true,'64968765,https://cdn.shopify.com/s/files/1/2608/1584/products/MeganZipPouch112621.jpg?v=1637938921,1,,false,,,,,,,,,,,,,,,,,lb,,,,,archived
megan-zip-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/MeganZipPouchInt112621.jpg?v=1637938923,2,,,,,,,,,,,,,,,,,,,,,,,,
large-messenger-from-formula-e-banner,Large Messenger From FORMULA E Banner,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p><span>This adjustable strap messenger can carry you through both the daily grind and a weekend getaway. </span>Made from upcycled Formula E banner including Ultrafabric's soft faux leather, it is durable, beautiful, and practical. You’ll love having a unique bag for work and play that you know makes a difference in someone’s life! </p>
<h4>Details:</h4>
<ul>
<li>Dimensions: 16"" x 12"" x 3""</li>
<li>two internal sidewall pockets</li>
<li>adjustable strap</li>
<li>goldtone<span> </span>strap slides</li>
<li>magnetic clasps</li>
</ul>
<p> </p>
<p style=""text-align: center;""><em>Handcrafted by a woman winning her battle against addiction and named in honor of someone who's still fighting.<br>#carrysomethingthatmatters</em></p>",Unshattered,,Large Messenger,"Color_Red, Formula E, large, Lois, men, Messenger, Price_$150 - $200, red, Size_Large, Style_Messenger, Sustainable Material_Leather Free, Sustainable Material_Vinyl, sustainablefashion, tiffany, travel",true,Title,Default Title,,,,,"",1814.36948,shopify,deny,manual,165.00,,true,true,'37558589,https://cdn.shopify.com/s/files/1/2608/1584/products/A516D7FD-BEC1-4D16-A26C-7596A6B0AB36.jpg?v=1657039753,1,Large Messenger Formula E. Bag,false,,,,,,,,,,,,,,,,,lb,,,,,active
large-messenger-from-formula-e-banner,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/8B36F8C0-8165-446E-8D90-AA491CC43896.jpg?v=1657039283,2,Large Messenger Interior Formula E Bag,,,,,,,,,,,,,,,,,,,,,,,
large-messenger-from-formula-e-banner,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/3E076E3D-EDF9-40A2-92FC-4D462ECF2E11.jpg?v=1657039392,3,Large Messenger detail shot,,,,,,,,,,,,,,,,,,,,,,,
keychain-from-formula-e-banner,Keychain From FORMULA E Banner,"<meta charset=""utf-8"">
<p>This keychain is made from upcycled Formula E banner with tan accents! </p>
<h4>Details:</h4>
<ul>
<li>100% upcycled fabric</li>
<li>Goldtone keyring</li>
</ul>
<div style=""text-align: center;""><em></em></div>
<div style=""text-align: center;""><em></em></div>
<div style=""text-align: center;""><em></em></div>
<div style=""text-align: center;""><em></em></div>
<div style=""text-align: center;""><em></em></div>
<div style=""text-align: center;""><em></em></div>
<div style=""text-align: center;""><em>Handcrafted by a woman winning her battle against addiction. Carry it with pride to let others know you believe in what's possible for women who overcome! #carrysomethingthatmatters </em></div>",Unshattered,Apparel & Accessories > Handbag & Wallet Accessories > Keychains,Keychain,"accessory, Color_Red, Formula E, gift, key, Keychain, men, Price_$0 - $100, red, silver, Size_Small, Style_*Little Somethings*, Sustainable Material_Leather Free",true,Title,Default Title,,,,,"",90.718474,shopify,deny,manual,20.00,,true,true,'26974525,https://cdn.shopify.com/s/files/1/2608/1584/products/E52528AE-C920-4614-ADB1-3D3D663A9255.jpg?v=1662482101,1,Formula E keychain ,false,,,,,,,,,,,,,,,,,lb,,,,,active
keychain-from-formula-e-banner,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/02C880D9-67B9-4573-B6F5-99937336D5DA.jpg?v=1662482101,2,Formula E banner keychain,,,,,,,,,,,,,,,,,,,,,,,
toiletry-kit-from-forumla-e-banner,Toiletry Kit From FORMULA E Banner,"<meta charset=""utf-8"">
<p>For men or women, this sustainably made dopp kit is everything you need for your toiletries! Stash everything you need in this roomy bag made from durable fabric. We've upcycled this Formula E banner and paired it with a wipe-clean liner crafted from UltraFabric's premium industrial-grade vinyl. </p>
<p><span data-mce-fragment=""1""></span>Made with attention to detail, this toiletry kit is a perfect way to make a difference for the planet and the women on it. The industrial-quality vinyl liner resists spills, wipes clean, and is stain resistant. Take it with you wherever you go - even better, grab a matching one for your partner and travel in coordinated style!</p>
<h3>Details<br>
</h3>
<ul>
<li>100% upcycled fabrics</li>
<li>Liner: complimentary brown-colored vinyl</li>
<li>Gold-tone hardware</li>
<li>Dimensions: 11 x 5 x 5</li>
<li>Wipe-clean vinyl interior</li>
<li>Zip closure</li>
</ul>
<p> </p>
<p style=""text-align: center;""><em>Each Unshattered bag is created by a woman winning her battle against addiction.<br></em><em>#carrysomethingthatmatters</em></p>",Unshattered,,Toiletry Kit,"Color_Red, Formula E, Makeup, men, Men's Bag, Price_$0 - $100, Size_Small, Style_Toiletry Kit, Sustainable Material_Vinyl, textured, toiletry, travel",true,Title,Default Title,,,,,"",453.59237,shopify,deny,manual,68.00,,true,true,'21436733,https://cdn.shopify.com/s/files/1/2608/1584/products/3D1E0AF7-9FEE-49E9-8937-1C0F0CD4DEF5.jpg?v=1657040129,1,,false,,,,,,,,,,,,,,,,,lb,,,,,active
toiletry-kit-from-forumla-e-banner,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/99EE6E13-9629-4EB9-A34C-9B893133A116.jpg?v=1657040129,2,,,,,,,,,,,,,,,,,,,,,,,,
toiletry-kit-from-forumla-e-banner,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/BFCA513B-B359-4173-B0F3-F60DF4308E54.jpg?v=1657040193,3,,,,,,,,,,,,,,,,,,,,,,,,
zip-pouch-from-forumla-e-banner,Zip Pouch From FORMULA E Banner,"<p>Keep yourself organized or add a fun pop of color to your outfit of the day! This Zip Pouch is perfect for holding all your necessities as a stylish clutch or for sitting snugly in a larger handbag to stay tidy.</p>
<h4>Details</h4>
<ul>
<li>100% upcycled fabrics</li>
<li>Dimensions: 8"" x 6"" </li>
<li>Zip closure</li>
</ul>
<p style=""text-align: center;""> </p>
<p style=""text-align: center;""><em>Each of our bags is named in honor of someone who is still fighting their battle against addiction. Carry it in their honor and join us in hoping they find healing just like the women on our team have.<br></em><em> #carrysomethingthatmatters</em></p>",Unshattered,,Zip Pouch,"amberlee, Color_Red, Formula E, lois, men, November2021, pouch, Price_$0 - $100, Size_Small, small, Style_Zip Pouch, Sustainable Material_Leather Free, winter2021, zip",true,Title,Default Title,,,,,"",226.796185,shopify,deny,manual,28.00,,true,true,'20257085,https://cdn.shopify.com/s/files/1/2608/1584/products/3F91A9F7-6FA4-4118-AFF5-B72558F1A6C0.jpg?v=1657040430,1,,false,,,,,,,,,,,,,,,,,lb,,,,,active
zip-pouch-from-forumla-e-banner,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/5CF9B392-840A-4646-92E3-4223F92A26AA.jpg?v=1657040372,2,,,,,,,,,,,,,,,,,,,,,,,,
teardrop-sling-bag-southwest-collaboration,Teardrop Sling Bag from Southwest Airlines Leather,"<p>Whether you're backpacking across Europe or heading to a business conference, there's no easier way to travel carrying your necessities right on your back. Small enough to store under seats but big enough to store your tablet, our sling bags crafted from Southwest Airlines leather are fashion-forward and efficient! Comes with an easily adjustable strap.</p>
<p> <span data-mce-fragment=""1"">This bag is made from upcycled leather from Southwest Airlines seat covers which have been cleaned and refurbished prior to being handcrafted into this gorgeous sustainable teardrop sling bag. Just like us, this material may have some flaws and imperfections but rest assured, that is part of its beauty. </span>Due to the upcycled nature of this leather, the color may vary slightly.</p>
<p><strong>Details:</strong></p>
<ul>
<li>100% upcycled leather and fabrics</li>
<li>Dimensions: <meta charset=""utf-8""> <span data-mce-fragment=""1"">15"" x 4.5"" x 11"" </span>
</li>
<li>Liner: Navy blue fabric</li>
<li>Gold-tone hardware</li>
<li>Adjustable strap: cotton</li>
<li>Back drop-in pocket</li>
<li>One interior sidewall pocket</li>
</ul>",Unshattered,Luggage & Bags > Backpacks,Backpack,"#leather, blue, Color_Blue, Color_Purple, Crossbody, handbag, Price_$200 - $250, purple, royal blue, Style_Backpack, Style_Sling Bag, Sustainable Material_Leather, Sustainable Material_Southwest Leather, travel, zip, zipper, zippered",true,Title,Default Title,,,,,"",1360.77711,shopify,continue,manual,249.00,,true,true,'96558909,https://cdn.shopify.com/s/files/1/2608/1584/products/DSC_2289-3.jpg?v=1659361086,1,,false,,,,,,,,,,,,,,,,,lb,,,,,active
teardrop-sling-bag-southwest-collaboration,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/CaitlinnMahar-DanielsHudsonVeyPhotographer-6645.jpg?v=1659361086,2,,,,,,,,,,,,,,,,,,,,,,,,
teardrop-sling-bag-southwest-collaboration,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/DSC_2275.jpg?v=1659361086,3,,,,,,,,,,,,,,,,,,,,,,,,
teardrop-sling-bag-southwest-collaboration,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/TeardropSlingBagNew.jpg?v=1659361086,4,Tear drop sling bag Interior,,,,,,,,,,,,,,,,,,,,,,,
teardrop-sling-bag-southwest-collaboration,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/TeardropSlingBagRearView.jpg?v=1659361086,5,,,,,,,,,,,,,,,,,,,,,,,,
stephanie-large-zip-pouch,Stephanie Large Zip Pouch,"<meta charset=""utf-8"">
<p>Need a pop of color in your fit? We've got the perfect accessory for you. This textured burgundy pouch serves as a great statement clutch. Or- need some extra storage in your purse? Pack your makeup, electronics, wallet, etc... into this pouch and it can fit perfectly into a larger bag. </p>
<p><strong>Details</strong></p>
<div>
<ul>
<li>100% upcycled fabrics</li>
<li>Dimensions: 11"" x 7""</li>
<li>Pockets: two interior sidewall pockets<br>
</li>
<li>Liner: tan upcycled fabric</li>
</ul>
<p><br></p>
<p> </p>
</div>
<div style=""text-align: center;""><em>Handcrafted by a woman winning her battle against addiction. #carrysomethingthatmatters</em></div>",Unshattered,,Zip Pouch,"amberlee, Color_Red, fall, fall2021, November2021, pouch, Price_$0 - $100, Size_Small, Style_Zip Pouch, Sustainable Material_Leather Free, sustainablefashion, winter2021, zip",true,Title,Default Title,,,,,"",453.59237,shopify,deny,manual,45.00,,true,true,'51694909,https://cdn.shopify.com/s/files/1/2608/1584/products/C2041CC4-3225-40BC-936E-3B4CCCE2121E.jpg?v=1646948189,1,Image of Stephanie Large Zip Pouch,false,,,,,,,,,,,,,,,,,lb,,,,,active
stephanie-large-zip-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/8F84FC2F-AF3A-46A4-B9B2-412EE9623F81.jpg?v=1636748339,2,,,,,,,,,,,,,,,,,,,,,,,,
stephanie-large-zip-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/2E5C6D7C-EB29-4C77-AFB3-9F7527B8F0AF.jpg?v=1636748340,3,,,,,,,,,,,,,,,,,,,,,,,,
stephanie-large-zip-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/950E72D7-2B27-42D1-8BCA-272589079B12.jpg?v=1636748340,4,,,,,,,,,,,,,,,,,,,,,,,,
tom-large-zip-pouch,Tom Large Zippered Pouch,"<meta charset=""utf-8"">
<p>Need a pop of color in your fit? We've got the perfect accessory for you. This shimmery purple design serves as a great statement clutch. Or- need some extra storage in your purse? Pack your makeup, electronics, wallet, etc... into this pouch and it can fit perfectly into a larger bag. There are so many ways to wear this versatile bag, so get it while it's still in stock!</p>
<p><strong>Details</strong></p>
<div>
<ul>
<li>100% upcycled fabrics</li>
<li>Dimensions: 11"" x 7.5""</li>
<li>Pockets: two interior sidewall pockets<br>
</li>
<li>Liner: blue upcycled fabric</li>
</ul>
<p><br></p>
<p> </p>
</div>
<div style=""text-align: center;""><em>Handcrafted by a woman winning her battle against addiction. #carrysomethingthatmatters</em></div>",Unshattered,,Zip Pouch,"amberlee, Color_Purple, fall, fall2021, November2021, pattern, pouch, Price_$0 - $100, Size_Small, Style_Zip Pouch, Sustainable Material_Leather Free, sustainablefashion, winter2021, zip",true,Title,Default Title,,,,,"",453.59237,shopify,deny,manual,45.00,,true,true,'51039549,https://cdn.shopify.com/s/files/1/2608/1584/products/7E868E4E-F9AB-4D67-8025-AFEA9900431A.jpg?v=1646948030,1,Image of Tom Large Zip Pouch,false,,,,,,,,,,,,,,,,,lb,,,,,active
tom-large-zip-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/0A62BDBA-E7A3-468C-82DE-C1478FEC0388.jpg?v=1636748589,2,,,,,,,,,,,,,,,,,,,,,,,,
tom-large-zip-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/25EF1C6B-2BC2-4667-A748-D16D2E1780AB.jpg?v=1636748589,3,,,,,,,,,,,,,,,,,,,,,,,,
tom-large-zip-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/E39013AB-3446-4977-B657-07140688433A.jpg?v=1636748589,4,,,,,,,,,,,,,,,,,,,,,,,,
tom-large-zip-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/920A2A06-602C-449D-B861-1F2506E051AF.jpg?v=1636748611,5,,,,,,,,,,,,,,,,,,,,,,,,
jwan-large-zip-pouch,Jwan Large Zip Pouch,"<meta charset=""utf-8"">
<p>Need a pop of color in your fit? We've got the perfect accessory for you. This shimmery bright red design serves as a great statement clutch. Or- need some extra storage in your purse? Pack your makeup, electronics, wallet, etc... into this pouch and it can fit perfectly into a larger bag. There are so many ways to use this versatile bag, so get it while it's still in stock!</p>
<p><strong>Details</strong></p>
<div>
<ul>
<li>100% upcycled fabrics</li>
<li>Dimensions: 11"" x 7.5""</li>
<li>Pockets: two interior sidewall pockets<br>
</li>
<li>Liner: blue upcycled fabric</li>
</ul>
<p><br></p>
<p> </p>
</div>
<div style=""text-align: center;""><em>Handcrafted by a woman winning her battle against addiction. #carrysomethingthatmatters</em></div>",Unshattered,,Zip Pouch,"amberlee, Color_Red, fall, fall2021, November2021, pattern, pouch, Price_$0 - $100, Size_Small, Style_Zip Pouch, Sustainable Material_Leather Free, sustainablefashion, winter2021, zip",true,Title,Default Title,,,,,"",453.59237,shopify,deny,manual,45.00,,true,true,'47697213,https://cdn.shopify.com/s/files/1/2608/1584/products/B588BEFE-2F76-418C-90E1-BCE4BC1583C7.jpg?v=1649274145,1, Jwan Large Zip Pouch,false,,,,,,,,,,,,,,,,,lb,,,,,active
